Country_Region,Last_Update,Confirmed,Deaths
Russia,2022-12-06 04:21:03,263467,6911
Russia,2022-12-06 04:21:03,215618,3891
Russia,2022-12-06 04:21:03,469056,8594
Russia,2022-12-06 04:21:03,149452,1051
Russia,2022-12-06 04:21:03,187506,2883
Russia,2022-12-06 04:21:03,189236,2374
Rwanda,2022-12-06 04:21:03,132762,1467
Saint Kitts and Nevis,2022-12-06 04:21:03,6556,46
Saint Lucia,2022-12-06 04:21:03,29711,408
Saint Vincent and the Grenadines,2022-12-06 04:21:03,9474,116
Samoa,2022-12-06 04:21:03,15968,29
San Marino,2022-12-06 04:21:03,22406,119
Sao Tome and Principe,2022-12-06 04:21:03,6278,77
Saudi Arabia,2022-12-06 04:21:03,825859,9474
Senegal,2022-12-06 04:21:03,88873,1968
Serbia,2022-12-06 04:21:03,2426176,17412
Seychelles,2022-12-06 04:21:03,50068,171
Sierra Leone,2022-12-06 04:21:03,7759,126
Singapore,2022-12-06 04:21:03,2173172,1706
Slovakia,2022-12-06 04:21:03,2651069,20742
Slovenia,2022-12-06 04:21:03,1264000,6943
Solomon Islands,2022-12-06 04:21:03,24575,153
Somalia,2022-12-06 04:21:03,27286,1361
South Africa,2022-12-06 04:21:03,4043017,102464
South Sudan,2022-12-06 04:21:03,18352,138
Spain,2022-12-06 04:21:03,1608402,14866
Spain,2022-12-06 04:21:03,463000,5367
Spain,2022-12-06 04:21:03,262894,3346
Spain,2022-12-06 04:21:03,312379,1603
Spain,2022-12-06 04:21:03,1571802,10154
Spain,2022-12-06 04:21:03,454197,2131
Spain,2022-12-06 04:21:03,160967,972
Spain,2022-12-06 04:21:03,603706,7978
Spain,2022-12-06 04:21:03,837609,9235
Spain,2022-12-06 04:21:03,2664218,20782
Spain,2022-12-06 04:21:03,24454,188
Spain,2022-12-06 04:21:03,306951,2664
Spain,2022-12-06 04:21:03,740432,3963
Spain,2022-12-06 04:21:03,110327,957
Spain,2022-12-06 04:21:03,1962977,19991
Spain,2022-12-06 04:21:03,25021,169
Spain,2022-12-06 04:21:03,461673,2486
Spain,2022-12-06 04:21:03,256528,1729
Spain,2022-12-06 04:21:03,787270,7527
Spain,2022-12-06 04:21:03,0,0
Sri Lanka,2022-12-06 04:21:03,671714,16805
Sudan,2022-12-06 04:21:03,63655,4991
Summer Olympics 2020,2022-12-06 04:21:03,865,0
Suriname,2022-12-06 04:21:03,81581,1393
Sweden,2022-12-06 04:21:03,31080,191
Sweden,2022-12-06 04:21:03,76202,557
Sweden,2022-12-06 04:21:03,75041,765
Sweden,2022-12-06 04:21:03,11953,85
Sweden,2022-12-06 04:21:03,109673,535
Sweden,2022-12-06 04:21:03,34578,206
Sweden,2022-12-06 04:21:03,90394,769
Sweden,2022-12-06 04:21:03,63510,399
Sweden,2022-12-06 04:21:03,52028,417
Sweden,2022-12-06 04:21:03,51297,496
Sweden,2022-12-06 04:21:03,100251,538
Sweden,2022-12-06 04:21:03,99515,907
Sweden,2022-12-06 04:21:03,348747,2637
Sweden,2022-12-06 04:21:03,68902,678
Sweden,2022-12-06 04:21:03,610084,5723
Sweden,2022-12-06 04:21:03,94855,736
Sweden,2022-12-06 04:21:03,70030,422
Sweden,2022-12-06 04:21:03,61122,408
Sweden,2022-12-06 04:21:03,57098,703
Sweden,2022-12-06 04:21:03,79131,545
Sweden,2022-12-06 04:21:03,446600,3410
Switzerland,2022-12-06 04:21:03,4337983,14138
Syria,2022-12-06 04:21:03,57407,3163
Taiwan*,2022-12-06 04:21:03,8379467,14500
Tajikistan,2022-12-06 04:21:03,17786,125
Tanzania,2022-12-06 04:21:03,40656,845
Thailand,2022-12-06 04:21:03,4711528,33285
Timor-Leste,2022-12-06 04:21:03,23355,138
Togo,2022-12-06 04:21:03,39332,290
Tonga,2022-12-06 04:21:03,16182,12
Trinidad and Tobago,2022-12-06 04:21:03,185377,4267
Tunisia,2022-12-06 04:21:03,1147072,29268
Turkey,2022-11-07 23:20:52,16919638,101203
Tuvalu,2022-12-06 04:21:03,2805,0
US,2022-12-06 04:21:03,18680,230
US,2022-12-06 04:21:03,66730,716
US,2022-12-06 04:21:03,6980,103
US,2022-12-06 04:21:03,7637,108
US,2022-12-06 04:21:03,17500,259
US,2022-12-06 04:21:03,2853,54
US,2022-12-06 04:21:03,6102,130
US,2022-12-06 04:21:03,39001,661
US,2022-12-06 04:21:03,10155,169
US,2022-12-06 04:21:03,6262,87
US,2022-12-06 04:21:03,12511,214
US,2022-12-06 04:21:03,2201,39
US,2022-12-06 04:21:03,8093,106
US,2022-12-06 04:21:03,4866,90
US,2022-12-06 04:21:03,4192,71
US,2022-12-06 04:21:03,16216,243
US,2022-12-06 04:21:03,19864,274
US,2022-12-06 04:21:03,3373,75
US,2022-12-06 04:21:03,3554,62
US,2022-12-06 04:21:03,11124,254
US,2022-12-06 04:21:03,4423,108
US,2022-12-06 04:21:03,29789,387
US,2022-12-06 04:21:03,15634,244
US,2022-12-06 04:21:03,10218,256
US,2022-12-06 04:21:03,21538,344
US,2022-12-06 04:21:03,28129,358
US,2022-12-06 04:21:03,11736,178
US,2022-12-06 04:21:03,32780,685
US,2022-12-06 04:21:03,5639,98
US,2022-12-06 04:21:03,11458,148
US,2022-12-06 04:21:03,7529,171
US,2022-12-06 04:21:03,2160,52
US,2022-12-06 04:21:03,5434,109
US,2022-12-06 04:21:03,5530,79
US,2022-12-06 04:21:03,30703,526
US,2022-12-06 04:21:03,17270,253
US,2022-12-06 04:21:03,223110,2483
US,2022-12-06 04:21:03,4524,69
US,2022-12-06 04:21:03,28777,411
US,2022-12-06 04:21:03,9015,175
US,2022-12-06 04:21:03,44730,360
US,2022-12-06 04:21:03,30288,309
US,2022-12-06 04:21:03,3096,80
US,2022-12-06 04:21:03,4856,90
US,2022-12-06 04:21:03,109680,1038
US,2022-12-06 04:21:03,5851,114
US,2022-12-06 04:21:03,9534,156
US,2022-12-06 04:21:03,31310,405
US,2022-12-06 04:21:03,129275,1756
US,2022-12-06 04:21:03,6254,85
US,2022-12-06 04:21:03,68078,1000
US,2022-12-06 04:21:03,43841,540
US,2020-12-21 13:27:30,0,0
US,2022-12-06 04:21:03,2523,49
US,2022-12-06 04:21:03,6063,114
US,2022-12-06 04:21:03,8836,141
US,2022-12-06 04:21:03,6087,78
US,2022-12-06 04:21:03,12185,98
US,2022-12-06 04:21:03,72859,475
US,2022-12-06 04:21:03,30862,436
US,2022-12-06 04:21:03,3010,55
US,2022-12-06 04:21:03,27091,391
US,2022-12-06 04:21:03,13747,250
US,2022-12-06 04:21:03,66755,832
US,2020-12-21 13:27:30,0,0
US,2022-12-06 04:21:03,22610,475
US,2022-12-06 04:21:03,4199,60
US,2022-12-06 04:21:03,3471,48
US,2022-12-06 04:21:03,8904,138
US,2022-12-06 04:21:03,1314,4
US,2022-12-06 04:21:03,1894,3
US,2022-12-06 04:21:03,121626,595
US,2022-12-06 04:21:03,12355,47
US,2022-12-06 04:21:03,0,0
US,2022-12-06 04:21:03,1218,1
US,2022-12-06 04:21:03,2388,12
US,2022-12-06 04:21:03,1286,10
US,2022-12-06 04:21:03,1799,2
US,2022-12-06 04:21:03,2197,13
US,2022-12-06 04:21:03,32973,162
US,2022-12-06 04:21:03,788,1
US,2022-12-06 04:21:03,11693,28
US,2022-12-06 04:21:03,22224,125
US,2022-12-06 04:21:03,5066,27
US,2022-12-06 04:21:03,5738,12
US,2022-12-06 04:21:03,4729,15
US,2022-12-06 04:21:03,40132,269
US,2022-12-06 04:21:03,6919,7
US,2022-12-06 04:21:03,5280,16
US,2022-12-06 04:21:03,5639,21
US,2022-12-06 04:21:03,913,7
US,2022-12-06 04:21:03,1789,10
US,2022-12-06 04:21:03,3405,10
US,2022-12-06 04:21:03,675,0
US,2022-12-06 04:21:03,2414,21
US,2022-12-06 04:21:03,6,0
US,2022-12-06 04:21:03,0,0
US,2022-12-06 04:21:03,769,1
US,2022-12-06 04:21:03,949,5
US,2022-12-06 04:21:03,1691,12
US,2022-12-06 04:21:03,8263,34
US,2022-12-06 04:21:03,34191,630
US,2022-12-06 04:21:03,37525,610
US,2022-12-06 04:21:03,51314,507
US,2022-12-06 04:21:03,20591,402
US,2022-12-06 04:21:03,13649,184
US,2022-12-06 04:21:03,2572,39
US,2022-12-06 04:21:03,5825,152
US,2022-12-06 04:21:03,1461222,18125
US,2022-12-06 04:21:03,65158,1579
US,2022-12-06 04:21:03,46284,947
US,2022-12-06 04:21:03,0,0
US,2022-12-06 04:21:03,302920,4060
US,2022-12-06 04:21:03,151209,1746
US,2022-12-06 04:21:03,18948,239
US,2022-12-06 04:21:03,0,0
US,2022-12-06 04:21:03,57390,1311
US,2022-12-06 04:21:03,68749,1220
US,2022-12-06 04:21:03,6739,91
US,2022-12-06 04:21:03,5945,80
US,2022-12-06 04:21:03,10356,276
US,2022-12-06 04:21:03,75030,950
US,2022-12-06 04:21:03,10892,196
US,2022-12-06 04:21:03,3482,56
US,2022-12-06 04:21:03,1159,14
US,2022-12-06 04:21:03,7070,119
US,2022-12-06 04:21:03,3068,63
US,2022-12-06 04:21:03,6204,89
US,2022-12-06 04:21:03,4811,100
US,2022-12-06 04:21:03,7690,142
US,2022-12-06 04:21:03,2598,40
US,2022-12-06 04:21:03,6448,104
US,2022-12-06 04:21:03,6264,74
US,2022-12-06 04:21:03,44851,368
US,2022-12-06 04:21:03,18166,284
US,2022-12-06 04:21:03,16125,239
US,2022-12-06 04:21:03,5583,100
US,2022-12-06 04:21:03,2011,38
US,2022-12-06 04:21:03,3543,43
US,2022-12-06 04:21:03,5396,79
US,2022-12-06 04:21:03,41348,349
US,2022-12-06 04:21:03,4335,79
US,2022-12-06 04:21:03,3038,97
US,2022-12-06 04:21:03,26359,555
US,2022-12-06 04:21:03,5053,65
US,2022-12-06 04:21:03,18697,189
US,2022-12-06 04:21:03,5424,78
US,2022-12-06 04:21:03,12754,156
US,2022-12-06 04:21:03,4459,57
US,2022-12-06 04:21:03,12406,228
US,2022-12-06 04:21:03,4557,77
US,2022-12-06 04:21:03,6999,74
US,2022-12-06 04:21:03,21682,308
US,2022-12-06 04:21:03,7870,97
US,2022-12-06 04:21:03,1464,30
US,2022-12-06 04:21:03,6241,87
US,2022-12-06 04:21:03,3279,67
US,2022-12-06 04:21:03,5339,70
US,2022-12-06 04:21:03,3769,108
US,2022-12-06 04:21:03,5833,86
US,2022-12-06 04:21:03,23257,266
US,2022-12-06 04:21:03,4701,67
US,2022-12-06 04:21:03,3980,94
US,2022-12-06 04:21:03,11250,200
US,2022-12-06 04:21:03,15783,228
US,2022-12-06 04:21:03,2249,37
US,2022-12-06 04:21:03,1737,63
US,2022-12-06 04:21:03,2645,46
US,2022-12-06 04:21:03,1976,51
US,2022-12-06 04:21:03,6546,119
US,2022-12-06 04:21:03,2912,42
US,2022-12-06 04:21:03,5760,103
US,2022-12-06 04:21:03,2841,48
US,2022-12-06 04:21:03,9564,138
US,2022-12-06 04:21:03,4566,159
US,2022-12-06 04:21:03,20511,224
US,2022-12-06 04:21:03,2328,46
US,2022-12-06 04:21:03,123500,1292
US,2022-12-06 04:21:03,6180,101
US,2022-12-06 04:21:03,35805,382
US,2022-12-06 04:21:03,2761,47
US,2022-12-06 04:21:03,2423,52
US,2022-12-06 04:21:03,38116,566
US,2022-12-06 04:21:03,6894,84
US,2022-12-06 04:21:03,5512,119
US,2022-12-06 04:21:03,8344,105
US,2022-12-06 04:21:03,3524,76
US,2022-12-06 04:21:03,32008,0
US,2022-12-06 04:21:03,10958,198
US,2022-12-06 04:21:03,4163,65
US,2022-12-06 04:21:03,78249,686
US,2022-12-06 04:21:03,26147,329
US,2022-12-06 04:21:03,2195,33
US,2022-12-06 04:21:03,7468,117
US,2022-12-06 04:21:03,377541,2063
US,2022-12-06 04:21:03,140,0
US,2022-12-06 04:21:03,11078,96
US,2022-12-06 04:21:03,49521,465
US,2022-12-06 04:21:03,9236,135
US,2022-12-06 04:21:03,5158,22
US,2022-12-06 04:21:03,278157,1485
US,2022-12-06 04:21:03,7925,56
US,2022-12-06 04:21:03,37526,235
US,2022-12-06 04:21:03,311384,2898
US,2022-12-06 04:21:03,7556,58
US,2022-12-06 04:21:03,27597,160
US,2022-12-06 04:21:03,84387,960
US,2022-12-06 04:21:03,5593,60
US,2022-12-06 04:21:03,295863,2575
US,2022-12-06 04:21:03,64793,464
US,2022-12-06 04:21:03,14298,149
US,2022-12-06 04:21:03,11102,65
US,2022-12-06 04:21:03,3562059,34241
US,2022-12-06 04:21:03,52930,387
US,2022-12-06 04:21:03,51898,314
US,2022-12-06 04:21:03,4336,40
US,2022-12-06 04:21:03,20814,136
US,2022-12-06 04:21:03,85470,876
US,2022-12-06 04:21:03,1233,11
US,2022-12-06 04:21:03,3506,8
US,2022-12-06 04:21:03,116752,775
US,2022-12-06 04:21:03,34282,161
US,2022-12-06 04:21:03,21387,132
US,2022-12-06 04:21:03,742428,7577
US,2022-12-06 04:21:03,0,0
US,2022-12-06 04:21:03,87322,665
US,2022-12-06 04:21:03,4170,13
US,2022-12-06 04:21:03,741833,6693
US,2022-12-06 04:21:03,388998,3544
US,2022-12-06 04:21:03,17544,108
US,2022-12-06 04:21:03,713041,8133
US,2022-12-06 04:21:03,1016893,5569
US,2022-12-06 04:21:03,196680,1078
US,2022-12-06 04:21:03,216381,2347
US,2022-12-06 04:21:03,71432,531
US,2022-12-06 04:21:03,183957,853
US,2022-12-06 04:21:03,114517,738
US,2022-12-06 04:21:03,463093,2560
US,2022-12-06 04:21:03,68522,275
US,2022-12-06 04:21:03,43029,690
US,2022-12-06 04:21:03,368,5
US,2022-12-06 04:21:03,8729,95
US,2022-12-06 04:21:03,115806,470
US,2022-12-06 04:21:03,114422,530
US,2022-12-06 04:21:03,161920,1785
US,2022-12-06 04:21:03,27272,234
US,2022-12-06 04:21:03,17064,216
US,2022-12-06 04:21:03,1820,22
US,2022-12-06 04:21:03,160742,1546
US,2022-12-06 04:21:03,16879,207
US,2022-12-06 04:21:03,4305,0
US,2022-12-06 04:21:03,228239,1593
US,2022-12-06 04:21:03,52978,409
US,2022-12-06 04:21:03,21059,132
US,2022-12-06 04:21:03,162064,1421
US,2022-12-06 04:21:03,5700,65
US,2022-12-06 04:21:03,191727,1313
US,2022-12-06 04:21:03,3477,22
US,2022-12-06 04:21:03,1001,16
US,2022-12-06 04:21:03,2892,49
US,2022-12-06 04:21:03,88360,416
US,2022-12-06 04:21:03,17841,125
US,2022-12-06 04:21:03,5534,56
US,2022-12-06 04:21:03,376,12
US,2022-12-06 04:21:03,1893,13
US,2022-12-06 04:21:03,2228,57
US,2022-12-06 04:21:03,918,19
US,2022-12-06 04:21:03,3506,32
US,2022-12-06 04:21:03,816,22
US,2022-12-06 04:21:03,7043,152
US,2022-12-06 04:21:03,217879,1464
US,2022-12-06 04:21:03,410,8
US,2022-12-06 04:21:03,98563,483
US,2022-12-06 04:21:03,18386,38
US,2022-12-06 04:21:03,230627,1853
US,2022-12-06 04:21:03,5698,45
US,2022-12-06 04:21:03,18176,201
US,2022-12-06 04:21:03,17578,103
US,2022-12-06 04:21:03,1153,6
US,2022-12-06 04:21:03,3964,30
US,2022-12-06 04:21:03,3906,16
US,2022-12-06 04:21:03,157,0
US,2022-12-06 04:21:03,1728,40
US,2022-12-06 04:21:03,194,0
US,2022-12-06 04:21:03,156653,1493
US,2022-12-06 04:21:03,382,6
US,2022-12-06 04:21:03,1834,34
US,2022-12-06 04:21:03,15482,93
US,2022-12-06 04:21:03,2159,2
US,2022-12-06 04:21:03,104686,572
US,2022-12-06 04:21:03,4263,48
US,2022-12-06 04:21:03,2372,11
US,2022-12-06 04:21:03,8460,118
US,2022-12-06 04:21:03,50229,612
US,2022-12-06 04:21:03,293,4
US,2022-12-06 04:21:03,3607,55
US,2022-12-06 04:21:03,7404,89
US,2022-12-06 04:21:03,10924,177
US,2022-12-06 04:21:03,6719,141
US,2022-12-06 04:21:03,5169,134
US,2022-12-06 04:21:03,1088,6
US,2022-12-06 04:21:03,0,0
US,2022-12-06 04:21:03,3408,23
US,2022-12-06 04:21:03,1058,19
US,2022-12-06 04:21:03,7925,8
US,2022-12-06 04:21:03,3125,52
US,2022-12-06 04:21:03,60026,857
US,2022-12-06 04:21:03,2160,15
US,2022-12-06 04:21:03,3490,46
US,2022-12-06 04:21:03,7652,34
US,2022-12-06 04:21:03,1473,12
US,2022-12-06 04:21:03,310,0
US,2022-12-06 04:21:03,2629,8
US,2022-12-06 04:21:03,560,12
US,2022-12-06 04:21:03,11867,15
US,2022-12-06 04:21:03,5799,62
US,2022-12-06 04:21:03,205,2
US,2022-12-06 04:21:03,1206,33
US,2022-12-06 04:21:03,102953,755
US,2022-12-06 04:21:03,2249,27
US,2022-12-06 04:21:03,252204,2866
US,2022-12-06 04:21:03,225839,3317
US,2022-12-06 04:21:03,39668,494
US,2022-12-06 04:21:03,37048,518
US,2022-12-06 04:21:03,244760,3014
US,2022-12-06 04:21:03,70427,734
US,2022-12-06 04:21:03,26512,303
US,2022-12-06 04:21:03,3039,8
US,2022-12-06 04:21:03,30402,333
US,2022-12-06 04:21:03,61916,707
US,2022-12-06 04:21:03,180586,1531
US,2022-12-06 04:21:03,74265,934
US,2022-12-06 04:21:03,1118,0
US,2020-08-04 02:27:56,49,0
US,2022-12-06 04:21:03,171608,1407
US,2022-12-06 04:21:03,85459,782
US,2022-12-06 04:21:03,10406,150
US,2022-12-06 04:21:03,54369,878
US,2022-12-06 04:21:03,8843,172
US,2022-12-06 04:21:03,168800,2409
US,2022-12-06 04:21:03,744732,6493
US,2022-12-06 04:21:03,4710,105
US,2022-12-06 04:21:03,46190,943
US,2022-12-06 04:21:03,37519,1095
US,2022-12-06 04:21:03,64496,941
US,2022-12-06 04:21:03,102045,1119
US,2022-12-06 04:21:03,24729,449
US,2022-12-06 04:21:03,10939,164
US,2022-12-06 04:21:03,4746,82
US,2022-12-06 04:21:03,306652,3736
US,2022-12-06 04:21:03,94968,1447
US,2022-12-06 04:21:03,27865,414
US,2022-12-06 04:21:03,3467,57
US,2022-12-06 04:21:03,16854,238
US,2022-12-06 04:21:03,5425,108
US,2022-12-06 04:21:03,2244,38
US,2022-12-06 04:21:03,4873,87
US,2022-12-06 04:21:03,4390,57
US,2022-12-06 04:21:03,10025,138
US,2022-12-06 04:21:03,13435,169
US,2022-12-06 04:21:03,52014,1236
US,2022-12-06 04:21:03,29653,765
US,2022-12-06 04:21:03,462856,4243
US,2022-12-06 04:21:03,6173,104
US,2022-12-06 04:21:03,41083,742
US,2022-12-06 04:21:03,17217,291
US,2022-12-06 04:21:03,4811,68
US,2022-12-06 04:21:03,3057,63
US,2022-12-06 04:21:03,104978,1720
US,2022-12-06 04:21:03,233522,2437
US,2022-12-06 04:21:03,108911,754
US,2022-12-06 04:21:03,12278,183
US,2022-12-06 04:21:03,2901,31
US,2022-12-06 04:21:03,6797,103
US,2022-12-06 04:21:03,119100,1649
US,2022-12-06 04:21:03,101399,2363
US,2022-12-06 04:21:03,38673,732
US,2022-12-06 04:21:03,1482343,11920
US,2022-12-06 04:21:03,22150,132
US,2022-12-06 04:21:03,26728,335
US,2022-12-06 04:21:03,59971,741
US,2022-12-06 04:21:03,12173,195
US,2022-12-06 04:21:03,460542,3170
US,2022-12-06 04:21:03,139304,1233
US,2022-12-06 04:21:03,459951,5749
US,2022-12-06 04:21:03,153429,2169
US,2022-12-06 04:21:03,266024,3874
US,2022-12-06 04:21:03,249617,3314
US,2022-12-06 04:21:03,20630,455
US,2022-12-06 04:21:03,57172,681
US,2022-12-06 04:21:03,117004,1930
US,2022-12-06 04:21:03,127538,1229
US,2022-12-06 04:21:03,75773,655
US,2022-12-06 04:21:03,92224,1365
US,2022-12-06 04:21:03,28565,664
US,2022-12-06 04:21:03,15240,348
US,2022-12-06 04:21:03,7851,114
US,2022-12-06 04:21:03,3259,332
US,2022-12-06 04:21:03,4953,123
US,2022-12-06 04:21:03,145264,2231
US,2022-12-06 04:21:03,11704,141
US,2022-12-06 04:21:03,19926,227
US,2022-12-06 04:21:03,7471,119
US,2022-12-06 04:21:03,5162,135
US,2022-12-06 04:21:03,2410,57
US,2022-12-06 04:21:03,4015,81
US,2022-12-06 04:21:03,617,15
US,2022-12-06 04:21:03,10827,259
US,2022-12-06 04:21:03,4429,100
US,2022-12-06 04:21:03,24999,278
US,2022-12-06 04:21:03,33941,471
US,2022-12-06 04:21:03,4866,123
US,2022-12-06 04:21:03,5627,93
US,2022-12-06 04:21:03,43337,817
US,2022-12-06 04:21:03,3737,107
US,2022-12-06 04:21:03,4590,114
US,2022-12-06 04:21:03,3915,95
US,2022-12-06 04:21:03,10702,107
US,2022-12-06 04:21:03,17371,280
US,2022-12-06 04:21:03,6066,120
US,2022-12-06 04:21:03,7392,172
US,2022-12-06 04:21:03,1512,25
US,2022-12-06 04:21:03,13305,136
US,2022-12-06 04:21:03,2499,106
US,2022-12-06 04:21:03,27144,490
US,2022-12-06 04:21:03,16620,193
US,2022-12-06 04:21:03,3352,65
US,2022-12-06 04:21:03,76261,994
US,2022-12-06 04:21:03,7771,22
US,2022-12-06 04:21:03,7421,146
US,2022-12-06 04:21:03,72939,673
US,2022-12-06 04:21:03,34038,251
US,2022-12-06 04:21:03,589,7
US,2022-12-06 04:21:03,74891,1058
US,2022-12-06 04:21:03,2397,45
US,2022-12-06 04:21:03,207628,2009
US,2022-12-06 04:21:03,11582,302
US,2022-12-06 04:21:03,12642,268
US,2022-12-06 04:21:03,41701,420
US,2022-12-06 04:21:03,5512,80
US,2022-12-06 04:21:03,39272,517
US,2022-12-06 04:21:03,2114,63
US,2022-12-06 04:21:03,5422,143
US,2022-12-06 04:21:03,3834,39
US,2022-12-06 04:21:03,8014,106
US,2022-12-06 04:21:03,183026,1895
US,2022-12-06 04:21:03,8194,137
US,2022-12-06 04:21:03,5753,165
US,2022-12-06 04:21:03,2723,74
US,2022-12-06 04:21:03,23147,544
US,2022-12-06 04:21:03,41544,448
US,2022-12-06 04:21:03,3037,65
US,2022-12-06 04:21:03,1035,12
US,2022-12-06 04:21:03,15843,210
US,2022-12-06 04:21:03,5101,119
US,2022-12-06 04:21:03,6619,165
US,2022-12-06 04:21:03,2753,68
US,2022-12-06 04:21:03,5633,175
US,2022-12-06 04:21:03,27981,367
US,2022-12-06 04:21:03,31006,553
US,2022-12-06 04:21:03,64186,449
US,2022-12-06 04:21:03,5920,110
US,2022-12-06 04:21:03,264704,2578
US,2022-12-06 04:21:03,7926,188
US,2022-12-06 04:21:03,684,28
US,2022-12-06 04:21:03,26458,428
US,2022-12-06 04:21:03,19161,294
US,2022-12-06 04:21:03,6663,112
US,2022-12-06 04:21:03,4578,89
US,2022-12-06 04:21:03,245303,2039
US,2022-12-06 04:21:03,11158,281
US,2022-12-06 04:21:03,60884,904
US,2022-12-06 04:21:03,1869,91
US,2022-12-06 04:21:03,6072,183
US,2022-12-06 04:21:03,6867,120
US,2022-12-06 04:21:03,5371,110
US,2022-12-06 04:21:03,2480,61
US,2022-12-06 04:21:03,68584,734
US,2022-12-06 04:21:03,47328,529
US,2022-12-06 04:21:03,2120,54
US,2022-12-06 04:21:03,23774,308
US,2022-12-06 04:21:03,3580,80
US,2022-12-06 04:21:03,4251,76
US,2022-12-06 04:21:03,4075,117
US,2022-12-06 04:21:03,1695,67
US,2022-12-06 04:21:03,2525,82
US,2022-12-06 04:21:03,5816,126
US,2022-12-06 04:21:03,5591,124
US,2022-12-06 04:21:03,2605,30
US,2022-12-06 04:21:03,15661,322
US,2022-12-06 04:21:03,8356,111
US,2022-12-06 04:21:03,15151,162
US,2022-12-06 04:21:03,1784,38
US,2022-12-06 04:21:03,3362,36
US,2022-12-06 04:21:03,35616,424
US,2022-12-06 04:21:03,8484,136
US,2022-12-06 04:21:03,2581,53
US,2022-12-06 04:21:03,7711,119
US,2022-12-06 04:21:03,1796,54
US,2022-12-06 04:21:03,5946,110
US,2022-12-06 04:21:03,2753,39
US,2022-12-06 04:21:03,5292,156
US,2022-12-06 04:21:03,1950,30
US,2022-12-06 04:21:03,6035,125
US,2022-12-06 04:21:03,6738,184
US,2022-12-06 04:21:03,2251,56
US,2022-12-06 04:21:03,5305,71
US,2022-12-06 04:21:03,13082,203
US,2022-12-06 04:21:03,43905,895
US,2022-12-06 04:21:03,29133,484
US,2022-12-06 04:21:03,10115,114
US,2022-12-06 04:21:03,3647,63
US,2022-12-06 04:21:03,96481,1584
US,2022-12-06 04:21:03,44677,462
US,2022-12-06 04:21:03,7592,145
US,2022-12-06 04:21:03,9671,183
US,2022-12-06 04:21:03,6257,142
US,2022-12-06 04:21:03,6219,106
US,2022-12-06 04:21:03,13404,208
US,2022-12-06 04:21:03,2548,84
US,2022-12-06 04:21:03,5084,111
US,2022-12-06 04:21:03,518,5
US,2022-12-06 04:21:03,3995,104
US,2022-12-06 04:21:03,1707,49
US,2022-12-06 04:21:03,58345,948
US,2022-12-06 04:21:03,22502,338
US,2022-12-06 04:21:03,1348,11
US,2022-12-06 04:21:03,3033,75
US,2022-12-06 04:21:03,2388,35
US,2022-12-06 04:21:03,18567,441
US,2022-12-06 04:21:03,6956,176
US,2022-12-06 04:21:03,3068,36
US,2022-12-06 04:21:03,8233,181
US,2022-12-06 04:21:03,1317,34
US,2022-12-06 04:21:03,322,4
US,2022-12-06 04:21:03,5610,143
US,2022-12-06 04:21:03,2314,51
US,2022-12-06 04:21:03,3375,88
US,2022-12-06 04:21:03,2402,70
US,2022-12-06 04:21:03,13331,231
US,2022-12-06 04:21:03,13236,236
US,2022-12-06 04:21:03,7764,212
US,2022-12-06 04:21:03,2931,122
US,2022-12-06 04:21:03,1801,69
US,2022-12-06 04:21:03,18048,408
US,2022-12-06 04:21:03,3034,65
US,2022-12-06 04:21:03,1770,73
US,2022-12-06 04:21:03,12746,2
US,2022-12-06 04:21:03,5880,175
US,2022-12-06 04:21:03,9129,253
US,2022-12-06 04:21:03,19324,274
US,2022-12-06 04:21:03,25096,468
US,2022-12-06 04:21:03,11112,298
US,2022-12-06 04:21:03,1248,34
US,2022-12-06 04:21:03,4970,141
US,2022-12-06 04:21:03,8587,221
US,2022-12-06 04:21:03,513,10
US,2022-12-06 04:21:03,1533,39
US,2022-12-06 04:21:03,7950,177
US,2022-12-06 04:21:03,38075,476
US,2022-12-06 04:21:03,2321,72
US,2022-12-06 04:21:03,2570,55
US,2022-12-06 04:21:03,2567,64
US,2022-12-06 04:21:03,5310,125
US,2020-08-04 02:27:56,103,3
US,2022-12-06 04:21:03,59460,409
US,2022-12-06 04:21:03,41035,223
US,2022-12-06 04:21:03,255049,1287
US,2022-12-06 04:21:03,18404,46
US,2022-12-06 04:21:03,43970,168
US,2022-12-06 04:21:03,8894,13
US,2022-12-06 04:21:03,0,0
US,2022-12-06 04:21:03,155689,1100
US,2022-12-06 04:21:03,787,16
US,2022-12-06 04:21:03,23975,269
US,2022-12-06 04:21:03,1086,18
US,2022-12-06 04:21:03,2680,44
US,2022-12-06 04:21:03,10941,172
US,2022-12-06 04:21:03,7008,32
US,2022-12-06 04:21:03,1250,14
US,2022-12-06 04:21:03,10031,197
US,2022-12-06 04:21:03,34658,301
US,2022-12-06 04:21:03,2346,68
US,2022-12-06 04:21:03,539,12
US,2022-12-06 04:21:03,173,2
US,2022-12-06 04:21:03,68564,716
US,2022-12-06 04:21:03,1638,34
US,2022-12-06 04:21:03,5444,55
US,2022-12-06 04:21:03,116,1
US,2022-12-06 04:21:03,2592,36
US,2022-12-06 04:21:03,691,9
US,2022-12-06 04:21:03,8731,72
US,2022-12-06 04:21:03,2534,31
US,2022-12-06 04:21:03,2376,30
US,2022-12-06 04:21:03,4150,83
US,2022-12-06 04:21:03,3788,60
US,2022-12-06 04:21:03,3473,58
