Country_Region,Last_Update,Confirmed,Deaths
US,2022-12-06 04:21:03,6691,69
US,2022-12-06 04:21:03,6933,68
US,2022-12-06 04:21:03,46062,644
US,2022-12-06 04:21:03,7556,54
US,2022-12-06 04:21:03,1713,28
US,2022-12-06 04:21:03,1338,30
US,2022-12-06 04:21:03,1257,15
US,2022-12-06 04:21:03,13599,55
US,2022-12-06 04:21:03,4680,67
US,2022-12-06 04:21:03,10247,159
US,2022-12-06 04:21:03,921,12
US,2022-12-06 04:21:03,2538,54
US,2022-12-06 04:21:03,6467,91
US,2022-12-06 04:21:03,1621,20
US,2022-12-06 04:21:03,3037,79
US,2022-12-06 04:21:03,2891,9
US,2022-12-06 04:21:03,27786,308
US,2022-12-06 04:21:03,0,0
US,2022-12-06 04:21:03,3044,17
US,2022-12-06 04:21:03,2591,59
US,2022-12-06 04:21:03,26690,224
US,2022-12-06 04:21:03,1519,16
US,2022-12-06 04:21:03,5105,31
US,2022-12-06 04:21:03,16933,124
US,2022-12-06 04:21:03,2754,17
US,2022-12-06 04:21:03,9941,130
US,2022-12-06 04:21:03,1815,6
US,2022-12-06 04:21:03,4896,53
US,2022-12-06 04:21:03,5399,37
US,2022-12-06 04:21:03,82579,307
US,2022-12-06 04:21:03,12428,116
US,2022-12-06 04:21:03,5687,54
US,2022-12-06 04:21:03,5722,74
US,2022-12-06 04:21:03,13703,117
US,2022-12-06 04:21:03,18264,185
US,2022-12-06 04:21:03,1457870,14962
US,2022-12-06 04:21:03,7552,48
US,2022-12-06 04:21:03,3897,39
US,2022-12-06 04:21:03,5039,41
US,2022-12-06 04:21:03,30787,208
US,2022-12-06 04:21:03,7652,59
US,2022-12-06 04:21:03,275604,1815
US,2022-12-06 04:21:03,6262,60
US,2022-12-06 04:21:03,2073,29
US,2022-12-06 04:21:03,12463,145
US,2022-12-06 04:21:03,8331,101
US,2022-12-06 04:21:03,5280,69
US,2022-12-06 04:21:03,14724,178
US,2022-12-06 04:21:03,12184,135
US,2022-12-06 04:21:03,1762,20
US,2022-12-06 04:21:03,4140,47
US,2022-12-06 04:21:03,15510,148
US,2022-12-06 04:21:03,2585,32
US,2022-12-06 04:21:03,5143,51
US,2022-12-06 04:21:03,1385,20
US,2022-12-06 04:21:03,1472,19
US,2022-12-06 04:21:03,15228,126
US,2022-12-06 04:21:03,8536,128
US,2022-12-06 04:21:03,19411,134
US,2022-12-06 04:21:03,3130,32
US,2022-12-06 04:21:03,13009,181
US,2022-12-06 04:21:03,7558,76
US,2022-12-06 04:21:03,4954,45
US,2022-12-06 04:21:03,5406,42
US,2022-12-06 04:21:03,158566,1183
US,2022-12-06 04:21:03,35003,381
US,2022-12-06 04:21:03,39846,167
US,2022-12-06 04:21:03,15528,234
US,2022-12-06 04:21:03,35545,408
US,2022-12-06 04:21:03,199710,1494
US,2022-12-06 04:21:03,6528,45
US,2022-12-06 04:21:03,10898,89
US,2022-12-06 04:21:03,12649,141
US,2022-12-06 04:21:03,11812,96
US,2022-12-06 04:21:03,38186,362
US,2022-12-06 04:21:03,15398,146
US,2022-12-06 04:21:03,84234,837
US,2022-12-06 04:21:03,13969,220
US,2022-12-06 04:21:03,3349,33
US,2022-12-06 04:21:03,4596,66
US,2022-12-06 04:21:03,4455,71
US,2022-12-06 04:21:03,8690,108
US,2022-12-06 04:21:03,94173,509
US,2022-12-06 04:21:03,61903,322
US,2022-12-06 04:21:03,4369,25
US,2022-12-06 04:21:03,4794,51
US,2022-12-06 04:21:03,11026,133
US,2022-12-06 04:21:03,11644,109
US,2022-12-06 04:21:03,11728,135
US,2022-12-06 04:21:03,4778,50
US,2022-12-06 04:21:03,16820,137
US,2022-12-06 04:21:03,2,0
US,2022-12-06 04:21:03,57540,558
US,2022-12-06 04:21:03,8762,99
US,2022-12-06 04:21:03,5271,23
US,2022-12-06 04:21:03,5951,70
US,2022-12-06 04:21:03,1207,9
US,2022-12-06 04:21:03,1989,24
US,2022-12-06 04:21:03,1359,11
US,2022-12-06 04:21:03,12337,132
US,2022-12-06 04:21:03,6024,77
US,2022-12-06 04:21:03,40683,506
US,2022-12-06 04:21:03,9976,105
US,2022-12-06 04:21:03,72771,428
US,2022-12-06 04:21:03,2395,17
US,2022-12-06 04:21:03,1487,14
US,2022-12-06 04:21:03,7339,80
US,2022-12-06 04:21:03,77794,776
US,2022-12-06 04:21:03,1818,39
US,2022-12-06 04:21:03,14308,178
US,2022-12-06 04:21:03,44377,501
US,2022-12-06 04:21:03,74,4849
US,2022-12-06 04:21:03,6601,67
US,2022-12-06 04:21:03,33723,312
US,2022-12-06 04:21:03,4552,30
US,2022-12-06 04:21:03,4844,87
US,2022-12-06 04:21:03,3981,36
US,2022-12-06 04:21:03,6375,90
US,2022-12-06 04:21:03,5181,53
US,2022-12-06 04:21:03,18712,242
US,2022-12-06 04:21:03,206562,1650
US,2022-12-06 04:21:03,27622,267
US,2022-12-06 04:21:03,96535,874
US,2022-12-06 04:21:03,12162,118
US,2022-12-06 04:21:03,8356,119
US,2022-12-06 04:21:03,119573,1250
US,2022-12-06 04:21:03,25375,265
US,2022-12-06 04:21:03,2850,24
US,2022-12-06 04:21:03,3530,74
US,2022-12-06 04:21:03,17047,199
US,2022-12-06 04:21:03,2916,63
US,2022-12-06 04:21:03,4756,72
US,2022-12-06 04:21:03,13414,179
US,2022-12-06 04:21:03,38658,419
US,2022-12-06 04:21:03,7843,97
US,2022-12-06 04:21:03,10318,140
US,2022-12-06 04:21:03,2938,41
US,2022-12-06 04:21:03,8621,158
US,2022-12-06 04:21:03,13148,160
US,2022-12-06 04:21:03,15487,147
US,2022-12-06 04:21:03,8199,152
US,2022-12-06 04:21:03,28932,477
US,2022-12-06 04:21:03,14205,169
US,2022-12-06 04:21:03,59728,766
US,2022-12-06 04:21:03,7941,158
US,2022-12-06 04:21:03,22962,322
US,2022-12-06 04:21:03,6201,108
US,2022-12-06 04:21:03,5028,69
US,2022-12-06 04:21:03,5503,110
US,2022-12-06 04:21:03,13688,155
US,2022-12-06 04:21:03,20049,374
US,2022-12-06 04:21:03,8628,150
US,2022-12-06 04:21:03,93681,705
US,2022-12-06 04:21:03,24010,288
US,2022-12-06 04:21:03,12733,154
US,2022-12-06 04:21:03,46010,594
US,2022-12-06 04:21:03,15390,244
US,2022-12-06 04:21:03,28987,474
US,2022-12-06 04:21:03,13662,171
US,2022-12-06 04:21:03,14462,138
US,2022-12-06 04:21:03,10603,160
US,2022-12-06 04:21:03,5600,85
US,2022-12-06 04:21:03,10685,173
US,2022-12-06 04:21:03,7922,119
US,2022-12-06 04:21:03,48965,647
US,2022-12-06 04:21:03,13322,160
US,2022-12-06 04:21:03,22144,247
US,2022-12-06 04:21:03,6399,105
US,2022-12-06 04:21:03,30474,387
US,2022-12-06 04:21:03,127903,1931
US,2022-12-06 04:21:03,13906,278
US,2022-12-06 04:21:03,37933,674
US,2022-12-06 04:21:03,258733,3147
US,2022-12-06 04:21:03,13590,206
US,2022-12-06 04:21:03,2511,28
US,2022-12-06 04:21:03,10446,170
US,2022-12-06 04:21:03,33176,303
US,2022-12-06 04:21:03,11835,168
US,2022-12-06 04:21:03,18821,294
US,2022-12-06 04:21:03,2995,73
US,2022-12-06 04:21:03,15122,168
US,2022-12-06 04:21:03,1688,19
US,2022-12-06 04:21:03,5666,102
US,2022-12-06 04:21:03,6677,133
US,2022-12-06 04:21:03,4121,52
US,2022-12-06 04:21:03,5569,72
US,2022-12-06 04:21:03,4283,53
US,2022-12-06 04:21:03,45593,596
US,2022-12-06 04:21:03,7544,61
US,2022-12-06 04:21:03,3416,90
US,2022-12-06 04:21:03,10705,133
US,2022-12-06 04:21:03,6711,159
US,2022-12-06 04:21:03,9643,144
US,2022-12-06 04:21:03,5744,59
US,2022-12-06 04:21:03,9131,113
US,2022-12-06 04:21:03,16172,184
US,2022-12-06 04:21:03,5851,62
US,2022-12-06 04:21:03,81537,932
US,2022-12-06 04:21:03,5410,110
US,2022-12-06 04:21:03,11032,124
US,2022-12-06 04:21:03,6116,79
US,2022-12-06 04:21:03,2561,21
US,2022-12-06 04:21:03,58805,445
US,2022-12-06 04:21:03,3893,89
US,2022-12-06 04:21:03,0,198
US,2022-12-06 04:21:03,2264,22
US,2022-12-06 04:21:03,67739,668
US,2022-12-06 04:21:03,4715,81
US,2022-12-06 04:21:03,33647,434
US,2022-12-06 04:21:03,9898,166
US,2022-12-06 04:21:03,2322,30
US,2022-12-06 04:21:03,23793,252
US,2022-12-06 04:21:03,6925,93
US,2022-12-06 04:21:03,22429,355
US,2022-12-06 04:21:03,7284,141
US,2022-12-06 04:21:03,7976,98
US,2022-12-06 04:21:03,10983,86
US,2022-12-06 04:21:03,1769,52
US,2022-12-06 04:21:03,915,14
US,2022-12-06 04:21:03,3156,63
US,2022-12-06 04:21:03,3306,74
US,2022-12-06 04:21:03,1267,23
US,2022-12-06 04:21:03,6955,81
US,2022-12-06 04:21:03,37589,510
US,2022-12-06 04:21:03,6322,66
US,2022-12-06 04:21:03,6199,86
US,2022-12-06 04:21:03,5331,66
US,2022-12-06 04:21:03,6799,63
US,2022-12-06 04:21:03,3687,57
US,2022-12-06 04:21:03,2958,26
US,2022-12-06 04:21:03,5551,80
US,2022-12-06 04:21:03,3198,83
US,2022-12-06 04:21:03,4851,45
US,2022-12-06 04:21:03,12441,178
US,2022-12-06 04:21:03,3464,71
US,2022-12-06 04:21:03,3087,35
US,2022-12-06 04:21:03,2584,41
US,2022-12-06 04:21:03,4661,51
US,2022-12-06 04:21:03,3929,79
US,2022-12-06 04:21:03,13425,164
US,2022-12-06 04:21:03,4900,56
US,2022-12-06 04:21:03,26174,154
US,2022-12-06 04:21:03,1762,35
US,2022-12-06 04:21:03,1777,28
US,2022-12-06 04:21:03,4612,69
US,2022-12-06 04:21:03,10764,157
US,2022-12-06 04:21:03,4608,77
US,2022-12-06 04:21:03,29962,322
US,2022-12-06 04:21:03,2603,55
US,2022-12-06 04:21:03,4782,84
US,2022-12-06 04:21:03,4095,67
US,2022-12-06 04:21:03,2841,48
US,2022-12-06 04:21:03,1587,28
US,2022-12-06 04:21:03,1973,26
US,2022-12-06 04:21:03,2905,48
US,2022-12-06 04:21:03,2687,47
US,2022-12-06 04:21:03,3864,79
US,2022-12-06 04:21:03,3205,50
US,2022-12-06 04:21:03,4896,67
US,2022-12-06 04:21:03,3744,99
US,2022-12-06 04:21:03,6313,81
US,2022-12-06 04:21:03,2270,37
US,2022-12-06 04:21:03,2963,41
US,2022-12-06 04:21:03,2018,49
US,2022-12-06 04:21:03,4204,50
US,2022-12-06 04:21:03,5373,73
US,2022-12-06 04:21:03,10014,120
US,2022-12-06 04:21:03,4151,57
US,2022-12-06 04:21:03,43317,169
US,2022-12-06 04:21:03,6254,79
US,2022-12-06 04:21:03,2375,53
US,2022-12-06 04:21:03,4247,93
US,2022-12-06 04:21:03,8917,148
US,2022-12-06 04:21:03,62208,637
US,2022-12-06 04:21:03,2845,65
US,2022-12-06 04:21:03,2089,33
US,2022-12-06 04:21:03,3056,52
US,2022-12-06 04:21:03,3570,44
US,2022-12-06 04:21:03,5596,92
US,2022-12-06 04:21:03,8572,130
US,2022-12-06 04:21:03,10910,126
US,2022-12-06 04:21:03,3872,46
US,2022-12-06 04:21:03,2745,49
US,2022-12-06 04:21:03,2008,53
US,2022-12-06 04:21:03,2124,52
US,2022-12-06 04:21:03,2500,57
US,2022-12-06 04:21:03,10970,138
US,2022-12-06 04:21:03,3788,73
US,2022-12-06 04:21:03,1505,22
US,2022-12-06 04:21:03,3705,51
US,2022-12-06 04:21:03,2301,40
US,2022-12-06 04:21:03,6887,110
US,2022-12-06 04:21:03,1860,28
US,2022-12-06 04:21:03,143163,1181
US,2022-12-06 04:21:03,27213,341
US,2022-12-06 04:21:03,4449,65
US,2022-12-06 04:21:03,1285,38
US,2022-12-06 04:21:03,2787,42
US,2022-12-06 04:21:03,47335,428
US,2022-12-06 04:21:03,3045,53
US,2022-12-06 04:21:03,8692,93
US,2022-12-06 04:21:03,22504,97
US,2022-12-06 04:21:03,4464,97
US,2022-12-06 04:21:03,1483,24
US,2022-12-06 04:21:03,2,0
US,2022-12-06 04:21:03,3103,54
US,2022-12-06 04:21:03,1615,27
US,2022-12-06 04:21:03,10077,219
US,2022-12-06 04:21:03,14114,147
US,2022-12-06 04:21:03,6525,84
US,2022-12-06 04:21:03,1468,33
US,2022-12-06 04:21:03,11730,181
US,2022-12-06 04:21:03,3391,47
US,2022-12-06 04:21:03,4382,55
US,2022-12-06 04:21:03,32122,350
US,2022-12-06 04:21:03,1989,17
US,2022-12-06 04:21:03,3947,69
US,2022-12-06 04:21:03,4847,63
US,2022-12-06 04:21:03,2478,37
US,2022-12-06 04:21:03,4873,43
US,2022-12-06 04:21:03,1184,12
US,2022-12-06 04:21:03,7438,123
US,2022-12-06 04:21:03,5345,63
US,2022-12-06 04:21:03,3079,51
US,2022-12-06 04:21:03,21666,230
US,2022-12-06 04:21:03,765,9
US,2022-12-06 04:21:03,972,22
US,2022-12-06 04:21:03,7118,96
US,2022-12-06 04:21:03,715,16
US,2022-12-06 04:21:03,553,8
US,2022-12-06 04:21:03,2318,43
US,2022-12-06 04:21:03,2536,48
US,2022-12-06 04:21:03,2753,47
US,2022-12-06 04:21:03,494,17
US,2022-12-06 04:21:03,12097,173
US,2022-12-06 04:21:03,14585,139
US,2022-12-06 04:21:03,749,21
US,2022-12-06 04:21:03,5658,92
US,2022-12-06 04:21:03,2763,39
US,2022-12-06 04:21:03,33039,167
US,2022-12-06 04:21:03,650,16
US,2022-12-06 04:21:03,658,12
US,2022-12-06 04:21:03,8171,90
US,2022-12-06 04:21:03,2357,33
US,2022-12-06 04:21:03,13055,125
US,2022-12-06 04:21:03,11826,123
US,2022-12-06 04:21:03,7883,100
US,2022-12-06 04:21:03,11022,88
US,2022-12-06 04:21:03,902,23
US,2022-12-06 04:21:03,728,18
US,2022-12-06 04:21:03,2686,40
US,2022-12-06 04:21:03,1344,23
US,2022-12-06 04:21:03,388,6
US,2022-12-06 04:21:03,2093,25
US,2022-12-06 04:21:03,536,5
US,2022-12-06 04:21:03,1855,29
US,2022-12-06 04:21:03,11371,133
US,2022-12-06 04:21:03,1084,14
US,2022-12-06 04:21:03,481,13
US,2022-12-06 04:21:03,4486,37
US,2022-12-06 04:21:03,5527,70
US,2022-12-06 04:21:03,906,16
US,2022-12-06 04:21:03,171758,1311
US,2022-12-06 04:21:03,1358,21
US,2022-12-06 04:21:03,2237,30
US,2022-12-06 04:21:03,736,8
US,2022-12-06 04:21:03,7655,87
US,2022-12-06 04:21:03,362,12
US,2022-12-06 04:21:03,23275,207
US,2022-12-06 04:21:03,715,12
US,2022-12-06 04:21:03,3333,35
US,2022-12-06 04:21:03,970,13
US,2022-12-06 04:21:03,11563,130
US,2022-12-06 04:21:03,3835,52
US,2022-12-06 04:21:03,2862,48
US,2022-12-06 04:21:03,9149,138
US,2022-12-06 04:21:03,1332,24
US,2022-12-06 04:21:03,9230,105
US,2022-12-06 04:21:03,1685,26
US,2022-12-06 04:21:03,10672,179
US,2022-12-06 04:21:03,1709,31
US,2022-12-06 04:21:03,689,11
US,2022-12-06 04:21:03,3697,64
US,2022-12-06 04:21:03,5887,77
US,2022-12-06 04:21:03,872,19
US,2022-12-06 04:21:03,2391,38
US,2022-12-06 04:21:03,4628,66
US,2022-12-06 04:21:03,978,20
US,2022-12-06 04:21:03,1406,24
US,2022-10-21 23:21:56,0,0
US,2022-12-06 04:21:03,2501,25
US,2022-12-06 04:21:03,1605,32
US,2022-12-06 04:21:03,6829,70
US,2022-12-06 04:21:03,2172,35
US,2022-12-06 04:21:03,740,10
US,2022-12-06 04:21:03,21813,266
US,2022-12-06 04:21:03,1500,21
US,2022-12-06 04:21:03,2990,31
US,2022-12-06 04:21:03,15822,105
US,2022-12-06 04:21:03,1568,21
US,2022-12-06 04:21:03,905,20
US,2022-12-06 04:21:03,2112,42
US,2022-12-06 04:21:03,16399,267
US,2022-12-06 04:21:03,1486,35
US,2022-12-06 04:21:03,165500,1635
US,2022-12-06 04:21:03,7864,67
US,2022-12-06 04:21:03,58121,712
US,2022-12-06 04:21:03,876,19
US,2022-12-06 04:21:03,1749,23
US,2022-12-06 04:21:03,784,9
US,2022-12-06 04:21:03,1340,31
US,2022-12-06 04:21:03,500,12
US,2022-12-06 04:21:03,1786,27
US,2022-12-06 04:21:03,6438,81
US,2022-12-06 04:21:03,2880,31
US,2022-12-06 04:21:03,872,13
US,2022-12-06 04:21:03,0,0
US,2022-12-06 04:21:03,1869,24
US,2022-12-06 04:21:03,475,8
US,2022-12-06 04:21:03,1565,27
US,2022-12-06 04:21:03,574,10
US,2022-12-06 04:21:03,3341,52
US,2022-12-06 04:21:03,956,17
US,2022-12-06 04:21:03,53168,515
US,2022-12-06 04:21:03,7392,113
US,2022-12-06 04:21:03,8070,121
US,2022-12-06 04:21:03,8168,77
US,2022-12-06 04:21:03,1686,37
US,2022-12-06 04:21:03,16089,236
US,2022-12-06 04:21:03,4310,52
US,2022-12-06 04:21:03,10627,168
US,2022-12-06 04:21:03,44953,341
US,2022-12-06 04:21:03,7484,70
US,2022-12-06 04:21:03,21458,201
US,2022-12-06 04:21:03,10819,152
US,2022-12-06 04:21:03,2660,29
US,2022-12-06 04:21:03,5103,68
US,2022-12-06 04:21:03,6413,89
US,2022-12-06 04:21:03,27460,252
US,2022-12-06 04:21:03,4520,55
US,2022-12-06 04:21:03,4817,65
US,2022-12-06 04:21:03,11115,101
US,2022-12-06 04:21:03,28869,204
US,2022-12-06 04:21:03,1291,23
US,2022-12-06 04:21:03,4185,53
US,2022-12-06 04:21:03,11463,120
US,2022-12-06 04:21:03,5158,82
US,2022-12-06 04:21:03,19343,231
US,2022-12-06 04:21:03,13525,83
US,2022-12-06 04:21:03,9402,106
US,2022-12-06 04:21:03,4532,57
US,2022-12-06 04:21:03,2693,55
US,2022-12-06 04:21:03,2655,33
US,2022-12-06 04:21:03,37272,423
US,2022-12-06 04:21:03,3105,53
US,2022-12-06 04:21:03,3328,22
US,2022-12-06 04:21:03,5029,57
US,2022-12-06 04:21:03,116863,689
US,2022-12-06 04:21:03,4772,71
US,2022-12-06 04:21:03,16082,240
US,2022-12-06 04:21:03,17618,183
US,2022-12-06 04:21:03,1417,35
US,2022-12-06 04:21:03,2640,56
US,2022-12-06 04:21:03,5718,88
US,2022-12-06 04:21:03,9495,70
US,2022-12-06 04:21:03,13111,201
US,2022-12-06 04:21:03,9689,148
US,2022-12-06 04:21:03,4569,51
US,2022-12-06 04:21:03,15666,158
US,2022-12-06 04:21:03,3019,28
US,2022-12-06 04:21:03,41984,481
US,2022-12-06 04:21:03,12131,227
US,2022-12-06 04:21:03,8243,87
US,2022-12-06 04:21:03,6555,109
US,2022-12-06 04:21:03,16818,181
US,2022-12-06 04:21:03,6125,56
US,2022-12-06 04:21:03,1051,31
US,2022-12-06 04:21:03,18780,274
US,2022-12-06 04:21:03,5035,84
US,2022-12-06 04:21:03,276454,2586
US,2022-12-06 04:21:03,18305,160
US,2022-12-06 04:21:03,8553,134
US,2022-12-06 04:21:03,51675,463
US,2022-12-06 04:21:03,5804,75
US,2022-12-06 04:21:03,14485,166
US,2022-12-06 04:21:03,4638,77
US,2022-12-06 04:21:03,25654,277
US,2022-12-06 04:21:03,5374,79
US,2022-12-06 04:21:03,3365,59
US,2022-12-06 04:21:03,4960,56
US,2022-12-06 04:21:03,9474,135
US,2022-12-06 04:21:03,5482,92
US,2022-12-06 04:21:03,8428,145
US,2022-12-06 04:21:03,2988,65
US,2022-12-06 04:21:03,9911,134
US,2022-12-06 04:21:03,3512,40
US,2022-12-06 04:21:03,34032,305
US,2022-12-06 04:21:03,4925,60
US,2022-12-06 04:21:03,7794,91
US,2022-12-06 04:21:03,9787,125
US,2022-12-06 04:21:03,4065,50
US,2022-12-06 04:21:03,6066,115
US,2022-12-06 04:21:03,23161,303
US,2022-12-06 04:21:03,7466,89
US,2022-12-06 04:21:03,3186,59
US,2022-12-06 04:21:03,7175,68
US,2022-12-06 04:21:03,2257,35
US,2022-12-06 04:21:03,9030,115
US,2022-12-06 04:21:03,3494,75
US,2022-12-06 04:21:03,4299,88
US,2022-12-06 04:21:03,10836,120
US,2022-12-06 04:21:03,6433,36
US,2022-12-06 04:21:03,12793,133
US,2022-12-06 04:21:03,18312,166
US,2022-12-06 04:21:03,2602,35
US,2022-12-06 04:21:03,8738,118
US,2022-12-06 04:21:03,22191,156
US,2022-12-06 04:21:03,2980,40
US,2022-12-06 04:21:03,2022,32
US,2022-12-06 04:21:03,4162,43
US,2022-12-06 04:21:03,15202,204
US,2022-12-06 04:21:03,23898,357
US,2022-12-06 04:21:03,6112,49
US,2022-12-06 04:21:03,21432,322
US,2022-12-06 04:21:03,836,22
US,2022-12-06 04:21:03,6338,66
US,2022-12-06 04:21:03,9215,78
US,2022-12-06 04:21:03,7989,98
US,2022-12-06 04:21:03,22044,120
US,2022-12-06 04:21:03,16280,177
US,2022-12-06 04:21:03,6969,102
US,2022-12-06 04:21:03,6657,66
US,2022-12-06 04:21:03,11325,138
US,2022-12-06 04:21:03,3431,47
US,2022-12-06 04:21:03,4960,48
US,2022-12-06 04:21:03,2645,46
US,2022-12-06 04:21:03,2504,0
US,2022-12-06 04:21:03,5241,61
US,2022-12-06 04:21:03,51924,408
US,2022-12-06 04:21:03,4846,67
US,2022-12-06 04:21:03,7919,106
US,2022-12-06 04:21:03,4720,52
US,2022-12-06 04:21:03,16612,230
US,2022-12-06 04:21:03,3417,30
US,2022-12-06 04:21:03,9002,59
US,2022-12-06 04:21:03,18329,305
US,2022-12-06 04:21:03,8869,143
US,2022-12-06 04:21:03,40302,302
US,2022-12-06 04:21:03,6429,72
US,2022-12-06 04:21:03,13654,216
US,2022-12-06 04:21:03,10732,145
US,2022-12-06 04:21:03,4757,116
US,2022-12-06 04:21:03,47853,529
US,2022-12-06 04:21:03,83011,1235
US,2022-12-06 04:21:03,63674,733
US,2022-12-06 04:21:03,4308,55
US,2022-12-06 04:21:03,1334,10
US,2022-12-06 04:21:03,3013,59
US,2022-12-06 04:21:03,3914,82
US,2022-12-06 04:21:03,5973,91
US,2022-12-06 04:21:03,9178,141
US,2022-12-06 04:21:03,130420,1400
US,2022-12-06 04:21:03,3113,38
US,2022-12-06 04:21:03,7920,179
US,2022-12-06 04:21:03,9951,162
US,2022-12-06 04:21:03,8509,189
US,2022-12-06 04:21:03,6947,98
US,2022-12-06 04:21:03,23216,271
US,2022-12-06 04:21:03,11030,156
US,2022-12-06 04:21:03,5306,82
US,2022-12-06 04:21:03,135327,1422
US,2022-12-06 04:21:03,7943,173
US,2022-12-06 04:21:03,4917,67
US,2022-12-06 04:21:03,73772,524
US,2022-12-06 04:21:03,32914,397
US,2022-12-06 04:21:03,14828,157
US,2022-12-06 04:21:03,42136,481
US,2022-12-06 04:21:03,3753,64
US,2022-12-06 04:21:03,8262,143
US,2022-12-06 04:21:03,12416,184
US,2022-12-06 04:21:03,107990,1176
US,2022-12-06 04:21:03,60240,825
US,2022-09-12 23:21:04,0,0
US,2022-12-06 04:21:03,7490,48
US,2022-12-06 04:21:03,7510,97
US,2022-12-06 04:21:03,38344,607
US,2022-12-06 04:21:03,2456,58
US,2022-12-06 04:21:03,8407,107
US,2022-12-06 04:21:03,7765,125
US,2022-12-06 04:21:03,13587,117
US,2022-12-06 04:21:03,16419,152
US,2022-12-06 04:21:03,2148,25
US,2022-12-06 04:21:03,6997,78
US,2022-12-06 04:21:03,12645,189
US,2022-12-06 04:21:03,26450,427
US,2022-12-06 04:21:03,14622,197
US,2022-12-06 04:21:03,14729,283
US,2022-12-06 04:21:03,87142,920
US,2022-12-06 04:21:03,41847,651
US,2022-12-06 04:21:03,1266,13
US,2022-12-06 04:21:03,37024,435
US,2022-12-06 04:21:03,1163,0
US,2022-12-06 04:21:03,8499,142
US,2022-12-06 04:21:03,18235,242
US,2022-12-06 04:21:03,11269,198
US,2022-12-06 04:21:03,15466,264
US,2022-12-06 04:21:03,13955,197
US,2022-12-06 04:21:03,8605,93
US,2022-12-06 04:21:03,4409,71
US,2022-12-06 04:21:03,3118,48
US,2022-12-06 04:21:03,5285,68
US,2022-12-06 04:21:03,27109,313
US,2022-12-06 04:21:03,17411,191
US,2022-12-06 04:21:03,63103,455
US,2022-12-06 04:21:03,7052,70
US,2022-12-06 04:21:03,9683,107
US,2022-12-06 04:21:03,28731,284
US,2022-12-06 04:21:03,7722,49
US,2022-12-06 04:21:03,6621,41
US,2020-08-07 22:34:20,0,0
US,2022-12-06 04:21:03,14024,170
US,2022-12-06 04:21:03,35280,370
US,2022-12-06 04:21:03,3733,41
US,2022-12-06 04:21:03,6687,42
US,2022-12-06 04:21:03,12116,121
US,2022-12-06 04:21:03,6,0
US,2022-12-06 04:21:03,7714,76
US,2022-12-06 04:21:03,5493,64
US,2022-12-06 04:21:03,49580,334
US,2022-12-06 04:21:03,20790,380
US,2022-12-06 04:21:03,113675,1216
US,2022-12-06 04:21:03,163105,2684
US,2022-12-06 04:21:03,141601,1898
US,2022-12-06 04:21:03,14038,160
US,2022-12-06 04:21:03,7026,89
US,2022-12-06 04:21:03,26558,448
US,2022-12-06 04:21:03,19269,278
US,2022-12-06 04:21:03,36377,393
US,2022-12-06 04:21:03,9119,113
US,2022-12-06 04:21:03,55672,575
US,2022-12-06 04:21:03,6807,122
US,2022-12-06 04:21:03,47405,645
US,2022-12-06 04:21:03,60274,423
US,2022-12-06 04:21:03,3787,73
US,2022-12-06 04:21:03,231733,2243
US,2022-12-06 04:21:03,216033,2297
US,2022-12-06 04:21:03,8491,128
US,2022-12-06 04:21:03,5952,78
US,2022-12-06 04:21:03,23306,236
US,2022-12-06 04:21:03,6888,106
US,2022-12-06 04:21:03,0,36
US,2022-12-06 04:21:03,39929,611
US,2022-12-06 04:21:03,23667,348
US,2022-12-06 04:21:03,10352,176
US,2022-12-06 04:21:03,46309,692
US,2022-12-06 04:21:03,33370,432
US,2022-12-06 04:21:03,174862,2359
US,2022-12-06 04:21:03,8032,23
US,2022-12-06 04:21:03,245688,3004
US,2022-12-06 04:21:03,14050,172
US,2022-12-06 04:21:03,163242,1996
US,2022-12-06 04:21:03,37865,410
US,2022-12-06 04:21:03,417854,4442
US,2022-12-06 04:21:03,166075,2127
US,2022-12-06 04:21:03,137165,1830
US,2022-12-06 04:21:03,258095,2118
US,2022-12-06 04:21:03,182291,5
US,2022-12-06 04:21:03,230651,2878
US,2022-12-06 04:21:03,1889,76
US,2022-12-06 04:21:03,2070,17
US,2022-12-06 04:21:03,31227,388
US,2022-12-06 04:21:03,6298,153
US,2022-12-06 04:21:03,5132,75
US,2022-12-06 04:21:03,3781,81
US,2022-12-06 04:21:03,2473,58
US,2022-12-06 04:21:03,16393,187
US,2022-12-06 04:21:03,30973,656
US,2022-12-06 04:21:03,4012,76
US,2022-12-06 04:21:03,40387,656
US,2022-12-06 04:21:03,12985,200
US,2022-12-06 04:21:03,41197,647
US,2022-12-06 04:21:03,12681,160
US,2022-12-06 04:21:03,5743,66
US,2022-12-06 04:21:03,5602,124
US,2022-12-06 04:21:03,9995,113
US,2022-12-06 04:21:03,7925,175
US,2022-12-06 04:21:03,26913,226
US,2022-12-06 04:21:03,3102,37
US,2022-12-06 04:21:03,11977,174
US,2022-12-06 04:21:03,9090,122
US,2022-12-06 04:21:03,33541,446
US,2022-12-06 04:21:03,7406,104
US,2022-12-06 04:21:03,329,5
US,2022-12-06 04:21:03,121165,1921
US,2022-12-06 04:21:03,6576,131
US,2022-12-06 04:21:03,4110,75
US,2022-12-06 04:21:03,20797,267
US,2022-12-06 04:21:03,12515,205
US,2022-12-06 04:21:03,12252,216
